symbol,companyName,primaryExchange,sector,calculationPrice,open,openTime,close,closeTime,high,low,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,iexRealtimePrice,iexRealtimeSize,iexLastUpdated,delayedPrice,delayedPriceTime,extendedPrice,extendedChange,extendedChangePercent,extendedPriceTime,previousClose,change,changePercent,iexMarketPercent,iexVolume,avgTotalVolume,iexBidPrice,iexBidSize,iexAskPrice,iexAskSize,marketCap,peRatio,week52High,week52Low,ytdChange
AREX,Approach Resources Inc.,Nasdaq Global Select,Energy,close,2.73,1528291800292,2.67,1528315200325,2.75,2.63,2.67,Close,"June 6, 2018",1528315200325,528300,2.675,36,1528314797619,2.67,1528315200325,2.67,0,0,1528317002675,2.73,-0.06,-0.02198,0.01788,9446,609807,0,0,0,0,252654790,-8.09,4.21,2.185,-0.15255324840764334
ARGD,Argo Group International Holdings Ltd. 6.5% Senior Notes Due 2042,New York Stock Exchange,,close,25.11,1527859809109,25.17,1528315321072,25.17,25.14,25.17,Close,"June 6, 2018",1528315321072,12884,0,0,0,25.17,1528315321072,25.17,0,0,1528316873051,25.17,0,0,0,0,4825,0,0,0,0,0,,25.48,25.08,-0.009250147608738414
ARGO,Argo Group International Holdings Ltd.,New York Stock Exchange,Financial Services,close,62.8,1528291825530,63.45,1528315390759,63.55,62.8,63.45,Close,"June 6, 2018",1528315390759,111818,63.4,100,1528315078478,63.45,1528315390759,63.45,0,0,1528317002806,62.65,0.8,0.01277,0.02657,2971,111758,0,0,0,0,2150298990,-1586.25,65.9,48.826077,0.21019739461587705
ARGX,argenx SE,Nasdaq Global Select,Healthcare,close,101.03,1528291800743,96.29,1528315200402,101.25,96.014,96.29,Close,"June 6, 2018",1528315200402,93114,96.46,12,1528315185276,96.29,1528315200402,101.26,4.97,0.05161,1528291758380,96.98,-0.69,-0.00711,0.02919,2718,106370,0,0,0,0,3120097677,,99.99,19,0.5141449019607844
ARI,Apollo Commercial Real Estate Finance Inc,New York Stock Exchange,Real Estate,close,18.68,1528291800054,18.76,1528315323065,18.76,18.65,18.76,Close,"June 6, 2018",1528315323065,729769,18.755,100,1528315129894,18.76,1528315323065,18.76,0,0,1528317002921,18.69,0.07,0.00375,0.02852,20813,1147530,0,0,0,0,2307860847,11.04,19.26,17.56,0.05031046140493334
ARII,American Railcar Industries Inc.,Nasdaq Global Select,Industrials,close,41.07,1528291800767,41.02,1528315200364,41.21,40.64,41.02,Close,"June 6, 2018",1528315200364,32365,40.95,27,1528315171639,41.02,1528315200364,41.02,0,0,1528317002853,40.88,0.14,0.00342,0.02478,802,56989,0,0,0,0,782820676,20.51,42.52,34.295,-0.023028776630960215
ARKR,Ark Restaurants Corp.,NASDAQ Global Market,Consumer Cyclical,close,25.29,1528291800613,26.02,1528315200285,26.842,25.29,26.02,Close,"June 6, 2018",1528315200285,6858,0,0,0,26.02,1528315200285,,,,,25,1.02,0.0408,0,0,6737,0,0,0,0,89721670,,29.489,21.75,0.024958977104525555
ARL,American Realty Investors Inc.,New York Stock Exchange,Real Estate,close,13.53,1527773400056,14.01,1528315396379,14.35,14.01,14.01,Close,"June 6, 2018",1528315396379,2979,0,0,0,14.01,1528315396379,,,,,14,0.01,0.00071,0,0,9102,0,0,0,0,224119035,,21.57,8,0.17225811715481176
ARLP,Alliance Resource Partners L.P.,Nasdaq Global Select,Basic Materials,close,20.45,1528291800450,20.3,1528315200194,20.55,20,20.3,Close,"June 6, 2018",1528315200194,769234,20.275,139,1528315179460,20.3,1528315200200,20.4,0.1,0.00493,1528290447744,20.45,-0.15,-0.00733,0.04869,37454,544358,0,0,0,0,2657336097,8.09,22.9,15.55,0.06798970385327263
ARLZ,Aralez Pharmaceuticals Inc.,Nasdaq Global Select,Healthcare,close,0.39,1528291800095,0.39,1528315200196,0.3947,0.38,0.39,Close,"June 6, 2018",1528315200196,825826,0.387,100,1528315165583,0.39,1528315200196,0.39,0,0,1528290837787,0.3939,-0.0039,-0.0099,0.00666,5500,2291977,0,0,0,0,26119369,-0.27,2.98,0.36,-0.7621641509433963
ARMK,Aramark,New York Stock Exchange,Consumer Cyclical,close,39.08,1528291801007,39.45,1528315295599,39.475,38.785,39.45,Close,"June 6, 2018",1528315295599,927849,39.44,51,1528315170180,39.45,1528315295599,39.448,-0.002,-5e-05,1528316031951,39.14,0.31,0.00792,0.02255,20923,1361107,0,0,0,0,9713085334,21.92,46.09,36.285,-0.0829003987010392
ARMO,ARMO BioSciences Inc.,Nasdaq Global Select,Healthcare,close,49.99,1528291800414,50,1528315200401,50,49.93,50,Close,"June 6, 2018",1528315200401,134087,49.985,2,1528315195167,50,1528315200401,50,0,0,1528317002993,50,0,0,0.03937,5279,532575,0,0,0,0,1520255450,,57.19,25.1,0.6812373907195697
ARNA,Arena Pharmaceuticals Inc.,Nasdaq Global Select,Healthcare,close,48.56,1528291800315,48,1528315200320,48.98,47.75,48,Close,"June 6, 2018",1528315200320,488230,47.94,100,1528314854408,48,1528315200320,48,0,0,1528317689000,48.37,-0.37,-0.00765,0.0113,5517,756175,0,0,0,0,2363236512,-18.75,49.66,12.2,0.32816883457608387
ARNC,Arconic Inc.,New York Stock Exchange,Industrials,close,17.78,1528291800060,17.93,1528315366087,17.98,17.65,17.93,Close,"June 6, 2018",1528315366087,3228330,17.935,100,1528315193576,17.93,1528315366087,17.93,0,0,1528317685000,17.72,0.21,0.01185,0.03484,112475,5805148,0,0,0,0,8657179750,14.7,31.17,16.66,-0.34632797884015665
AROC,Archrock Inc.,New York Stock Exchange,Energy,close,11.7,1528291801067,11.75,1528315350975,11.75,11.475,11.75,Close,"June 6, 2018",1528315350975,2674348,11.675,372,1528315162727,11.75,1528315350975,11.75,0,0,1528317003108,11.7,0.05,0.00427,0.03376,90286,3254000,0,0,0,0,1521707791,-117.5,13.005,8.25,0.20275806121508247
AROW,Arrow Financial Corporation,Nasdaq Global Select,Financial Services,close,37.8,1528291800326,37.9,1528315200553,38,37.65,37.9,Close,"June 6, 2018",1528315200553,23810,37.75,100,1528315061464,37.9,1528315200553,37.9,0,0,1528317003211,37.75,0.15,0.00397,0.00525,125,13898,0,0,0,0,529439161,,38.6,29.805832,0.1300826888289622
ARQL,ArQule Inc.,NASDAQ Global Market,Healthcare,close,5.16,1528291800503,5.78,1528315200189,6.07,5.13,5.78,Close,"June 6, 2018",1528315200189,2886424,5.765,50,1528315171962,5.77,1528315200194,5.78,0,0,1528315205814,5.2,0.58,0.11154,0.0165,47626,1259226,0,0,0,0,503584390,-16.51,5.78,0.94,2.100045747126437
ARR,ARMOUR Residential REIT Inc.,New York Stock Exchange,Real Estate,close,22.95,1528291800066,22.91,1528315236049,23.03,22.81,22.91,Close,"June 6, 2018",1528315236049,509036,22.93,100,1528315016408,22.91,1528315236049,22.91,0,0,1528317712000,23.06,-0.15,-0.0065,0.01483,7549,420874,0,0,0,0,1004379509,11.23,27.6,21.4,-0.0654099516395617
ARRS,ARRIS International plc,Nasdaq Global Select,Technology,close,25.95,1528291800407,26.15,1528315200487,26.19,25.81,26.15,Close,"June 6, 2018",1528315200487,1222572,26.155,49,1528315195187,26.15,1528315200487,26.15,0,0,1528315232188,25.93,0.22,0.00848,0.07084,86607,1311737,0,0,0,0,4870779464,9.51,30.38,22.6,0.014688769887466051
ARRY,Array BioPharma Inc.,NASDAQ Global Market,Healthcare,close,17.44,1528291800673,17.85,1528315200275,17.86,17.078,17.85,Close,"June 6, 2018",1528315200275,2167612,17.845,18,1528315195075,17.85,1528315200275,17.85,0,0,1528317137542,17.35,0.5,0.02882,0.03316,71878,2424813,0,0,0,0,3759872128,-24.12,18.78,7.15,0.3092628044280443
ARTNA,Artesian Resources Corporation Class A Non-Voting Common Stock,Nasdaq Global Select,Utilities,close,38.8,1528291800217,38.97,1528315200190,39.66,38.7,38.97,Close,"June 6, 2018",1528315200190,33385,39,100,1528314975188,38.97,1528315200190,38.97,0,0,1528317003514,38.74,0.23,0.00594,0.03235,1080,15279,0,0,0,0,359706895,23.76,43.22,32,0.05776848190795286
ARTW,Art's-Way Manufacturing Co. Inc.,NASDAQ Capital Market,Industrials,close,2.85,1528291800736,2.85,1528315200357,2.9,2.75,2.85,Close,"June 6, 2018",1528315200357,3636,0,0,0,2.85,1528315200357,2.75,-0.1,-0.03509,1527192412484,2.7641,0.0859,0.03108,0,0,55418,0,0,0,0,11971328,,5.45,2,-0.07727483870967745
ARTX,Arotech Corporation,NASDAQ Global Market,Industrials,close,3.75,1528291800340,3.7,1528315200448,3.75,3.675,3.7,Close,"June 6, 2018",1528315200448,105877,3.725,100,1528315130280,3.7,1528315200448,3.709,0.009,0.00243,1528315861194,3.725,-0.025,-0.00671,0.01157,1225,130427,0,0,0,0,98045789,18.5,4.35,2.7,0.0425857746478874
ARW,Arrow Electronics Inc.,New York Stock Exchange,Technology,close,77.13,1528291800106,77.37,1528315328110,77.44,76.04,77.37,Close,"June 6, 2018",1528315328110,420848,77.43,75,1528315185021,77.37,1528315328110,77.37,0,0,1528317090940,76.74,0.63,0.00821,0.01415,5955,462812,0,0,0,0,6779100908,9.68,87.26,72.31,-0.04694882787490771
ARWR,Arrowhead Pharmaceuticals Inc.,Nasdaq Global Select,Healthcare,close,10.58,1528291800637,10.69,1528315200567,10.7,10.49,10.69,Close,"June 6, 2018",1528315200567,1149756,10.685,9,1528315195622,10.69,1528315200567,10.69,0,0,1528317700000,10.61,0.08,0.00754,0.01435,16499,1585719,0,0,0,0,936200140,-22.74,11.57,1.48,1.8596905376344084
ASA,ASA Gold and Precious Metals Limited,New York Stock Exchange,Financial Services,close,10.43,1528291877521,10.5,1528315322012,10.557,10.42,10.5,Close,"June 6, 2018",1528315322012,83333,10.49,300,1528303296568,10.5,1528315322012,10.43,-0.07,-0.00667,1528228925619,10.42,0.08,0.00768,0.0036,300,68251,0,0,0,0,202545000,,12.99,10.12,-0.0892328633582361
ASB,Associated Banc-Corp,New York Stock Exchange,Financial Services,close,28.1,1528291800055,28.65,1528315214449,28.7,28.05,28.65,Close,"June 6, 2018",1528315214449,998444,28.675,100,1528315184869,28.65,1528315214449,28.65,0,0,1528316997857,27.95,0.7,0.02504,0.02957,29524,1401873,0,0,0,0,4893265920,17.05,28.65,20.95,0.13805813084633187
ASC,Ardmore Shipping Corporation,New York Stock Exchange,Industrials,close,8.2,1528291923246,8,1528315324014,8.3,7.95,8,Close,"June 6, 2018",1528315324014,188141,8,100,1528315199822,8,1528315324014,8,0,0,1528317091685,8.15,-0.15,-0.0184,0.04444,8361,167760,0,0,0,0,259563320,-16.67,9.05,6.4,-0.012227160493827072
ASCMA,Ascent Capital Group Inc. Series A Common Stock,Nasdaq Global Select,Industrials,close,1.74,1528291800540,2.22,1528315200406,2.28,1.74,2.22,Close,"June 6, 2018",1528315200406,382178,2.17,100,1528313803803,2.22,1528315200406,2.22,0,0,1528317003600,1.73,0.49,0.28324,0.02525,9650,79449,0,0,0,0,27525063,-0.26,17.84,1.69,-0.5705216229923922
ASET,FlexShares Real Assets Allocation Index Fund,NASDAQ Global Market,,close,28.25,1528309785676,28.25,1528315200207,28.286,28.18,28.25,Close,"June 6, 2018",1528315200207,2157,0,0,0,28.25,1528315200207,,,,,28.1626,0.0874,0.0031,0,0,2053,0,0,0,0,12006278,,29.365,26.735,-0.01727337859977805
ASFI,Asta Funding Inc.,Nasdaq Global Select,Financial Services,close,3.8,1528291800301,3.95,1528315200347,3.95,3.744,3.95,Close,"June 6, 2018",1528315200347,6196,3.9,100,1528311792771,3.95,1528315200347,3.7,-0.25,-0.06329,1527278520394,3.9,0.05,0.01282,0.01614,100,7749,0,0,0,0,26164069,,11.5,3.25,-0.4378842253521127
ASG,Liberty All-Star Growth Fund Inc.,New York Stock Exchange,Financial Services,close,6.17,1528291801006,6.15,1528315322187,6.17,6.1,6.15,Close,"June 6, 2018",1528315322187,65733,0,0,0,6.15,1528315322187,5.92,-0.23,-0.0374,1527686983748,6.13,0.02,0.00326,0,0,80646,0,0,0,0,164212368,,6.49,4.72,0.15449856743102897
ASGN,ASGN Incorporated,New York Stock Exchange,Industrials,close,81.48,1528291800057,81.44,1528315320063,81.7,80.84,81.44,Close,"June 6, 2018",1528315320063,288639,81.41,100,1528314696652,81.44,1528315320063,81.44,0,0,1528317003790,81.05,0.39,0.00481,0.07165,20681,310949,0,0,0,0,4259652093,24.75,86.13,44.66,0.28400823232323225
ASH,Ashland Global Holdings Inc.,New York Stock Exchange,Basic Materials,close,79.78,1528291801068,80,1528315347511,80.14,78.85,80,Close,"June 6, 2018",1528315347511,530633,79.95,100,1528315171792,80,1528315347511,79.791,-0.209,-0.00261,1528315861194,80,0,0,0.01642,8713,756032,0,0,0,0,4992230000,21.16,80.03,59.801,0.10086844759659779
ASIX,AdvanSix Inc.,New York Stock Exchange,Basic Materials,close,38.4,1528291800152,39,1528315303368,39.04,38.4,39,Close,"June 6, 2018",1528315303368,89212,38.93,100,1528314923791,39,1528315303368,39,0,0,1528317003903,38.4,0.6,0.01563,0.00482,430,211586,0,0,0,0,1189473753,15.18,46.51,28.6,-0.0829615492957747
ASLN,ASLAN Pharmaceuticals Limited,NASDAQ Global Market,Healthcare,close,9.6,1528291800035,9.86,1528315200545,10.25,9.171,9.86,Close,"June 6, 2018",1528315200545,201102,9.88,100,1528315161117,9.86,1528315200545,9.9,0.04,0.00406,1528290249740,9.9,-0.04,-0.00404,0.03629,7298,138366,0,0,0,0,256614270,,10.439,5.08,0.7606658823529411
ASM,Avino Silver & Gold Mines Ltd. (Canada),NYSE American,Basic Materials,close,1.31,1528291800025,1.29,1528315200069,1.32,1.28,1.29,Close,"June 6, 2018",1528315200069,46039,0,0,0,1.29,1528315800001,1.3,0.01,0.00775,1527859150704,1.3,-0.01,-0.00769,0,0,81062,0,0,0,0,71989292,21.5,1.89,1.14,-0.11113827586206891
ASMB,Assembly Biosciences Inc.,NASDAQ Capital Market,Healthcare,close,42.6,1528291800743,43.4,1528315200277,43.86,41.78,43.4,Close,"June 6, 2018",1528315200277,128341,43.32,4,1528314987756,43.4,1528315200277,43.4,0,0,1528317003981,42.69,0.71,0.01663,0.01055,1354,161062,0,0,0,0,891901161,-25.99,67.36,18.6,-0.060941305099395056
ASML,ASML Holding N.V.,Nasdaq Global Select,Technology,close,210.1,1528291800538,213.61,1528315200002,213.81,209.19,213.61,Close,"June 6, 2018",1528315200002,545945,213.57,100,1528315199007,213.61,1528315200213,213.61,0,0,1528316990469,209.32,4.29,0.02049,0.02318,12655,674123,0,0,0,0,91295545187,36.08,216,126.03,0.20694249457135075
ASNA,Ascena Retail Group Inc.,Nasdaq Global Select,Consumer Cyclical,close,4,1528291800293,3.91,1528315200559,4.05,3.9,3.91,Close,"June 6, 2018",1528315200559,3702164,3.9,100,1528315191019,3.91,1528315200559,3.91,0,0,1528317004043,3.95,-0.04,-0.01013,0.11321,419122,2363535,0,0,0,0,767120730,27.93,4.09,1.69,0.6565366666666667
ASND,Ascendis Pharma A/S,Nasdaq Global Select,Healthcare,close,70.77,1528291800800,70,1528315200322,72.578,69.12,70,Close,"June 6, 2018",1528315200322,93277,69.99,22,1528312254285,70,1528315200322,70.338,0.338,0.00483,1528315861194,70.77,-0.77,-0.01088,0.00238,222,112907,0,0,0,0,2906663550,-15.05,76.29,21.95,0.767260703517588
ASNS,Arsanis Inc.,NASDAQ Global Market,Healthcare,close,16.93,1528291800775,17.51,1528315200236,18.25,16.93,17.51,Close,"June 6, 2018",1528315200236,33154,17.42,100,1528315096307,17.51,1528315200236,17.51,0,0,1528317004098,16.99,0.52,0.03061,0.02413,800,30923,0,0,0,0,250295312,,28.6942,10.4,0.44762417848206826
ASPN,Aspen Aerogels Inc.,New York Stock Exchange,Basic Materials,close,5.09,1528291800057,5.05,1528315322049,5.12,5.02,5.05,Close,"June 6, 2018",1528315322049,37228,5.08,6,1528313970783,5.05,1528315322049,5.11,0.06,0.01188,1528315338163,5.09,-0.04,-0.00786,0.09955,3706,25499,0,0,0,0,120605378,-7.01,5.5815,3.99,0.0142283534136545
ASPS,Altisource Portfolio Solutions S.A.,Nasdaq Global Select,Industrials,close,31.5,1528291800676,31.91,1528315200473,32.05,31.48,31.91,Close,"June 6, 2018",1528315200473,121978,31.92,100,1528315087682,31.91,1528315200473,31.91,0,0,1528317004172,31.42,0.49,0.0156,0.02093,2553,169207,0,0,0,0,549000254,12.13,31.91,19.28,0.12781238938053102
ASPU,Aspen Group Inc.,NASDAQ Capital Market,Consumer Defensive,close,7.65,1528291800732,7.46,1528315200443,7.65,7,7.46,Close,"June 6, 2018",1528315200443,418605,7.32,100,1528306043964,7.46,1528315200443,,,,,7.72,-0.26,-0.03368,0.0043,1800,28682,0,0,0,0,136907934,-57.38,9.61,5.35,-0.1411944508670521
ASR,Grupo Aeroportuario del Sureste S.A. de C.V.,New York Stock Exchange,Industrials,close,155.38,1528291801001,155.06,1528315322008,156.8,154.63,155.06,Close,"June 6, 2018",1528315322008,25847,155.15,40,1528315140503,155.06,1528315322008,155.06,0,0,1528315324305,154.91,0.15,0.00097,0.01772,458,46931,0,0,0,0,4651800000,14.8,229.445,154.3,-0.18427167674748857
ASRV,AmeriServ Financial Inc.,NASDAQ Global Market,Financial Services,close,4.3,1528291800759,4.25,1528315200330,4.35,4.25,4.25,Close,"June 6, 2018",1528315200330,27064,4.3,100,1528314477880,4.25,1528315200330,4.25,0,0,1528228808770,4.25,0,0,0.00739,200,21760,0,0,0,0,76641954,,4.4,3.8,0.058240581658823294
ASRVP,AmeriServ Financial Inc. AmeriServ Financial Trust I,NASDAQ Global Market,Financial Services,previousclose,28.65,1527088580306,28.65,1527105600452,28.65,28.65,28.65,Previous close,"May 24, 2018",1527120000000,72,0,0,0,28.65,1527105600452,,,,,28.65,0,0,0,0,178,0,0,0,0,0,,30.098,26.5,0.024641464897535856
AST,Asterias Biotherapeutics Inc. Common Series A,NYSE American,Healthcare,close,1.65,1528291800022,1.65,1528315200078,1.7,1.6,1.65,Close,"June 6, 2018",1528315200078,54201,1.675,100,1528311706050,1.65,1528315800000,1.9,0.25,0.15152,1528317675512,1.65,0,0,0.00369,200,186824,0,0,0,0,90767016,-3.06,3.75,1.2,-0.23255813953488372
ASTC,Astrotech Corporation,NASDAQ Capital Market,Industrials,close,1.76,1528291800684,1.72,1528315200289,1.88,1.72,1.72,Close,"June 6, 2018",1528315200289,26195,0,0,0,1.72,1528315200289,,,,,1.76,-0.04,-0.02273,0,0,23331,0,0,0,0,7074477,,6.6,1.7,-0.5096104664723032
ASTE,Astec Industries Inc.,Nasdaq Global Select,Industrials,close,60.01,1528291800371,59.79,1528315200344,60.13,59.49,59.79,Close,"June 6, 2018",1528315200344,98250,59.76,18,1528314945301,59.79,1528315200344,59.79,0,0,1528317004221,60.01,-0.22,-0.00367,0.02514,2470,97603,0,0,0,0,1380401087,33.4,64.8,45.7,-0.02373410978678521
ASUR,Asure Software Inc,NASDAQ Capital Market,Technology,close,18.3,1528291800379,18.41,1528315200220,18.51,17.94,18.41,Close,"June 6, 2018",1528315200220,78108,18.39,14,1528314857820,18.41,1528315200220,18.251,-0.159,-0.00864,1528315861194,18.25,0.16,0.00877,0.00539,421,168946,0,0,0,0,231708886,40.91,19.78,9.89,0.22868978609625662
ASV,ASV Holdings Inc.,NASDAQ Capital Market,Industrials,close,6.54,1528291800651,6.51,1528315200436,6.99,6.26,6.51,Close,"June 6, 2018",1528315200436,5929,6.35,90,1528308984502,6.51,1528315200436,6.51,0,0,1528315211153,6.6,-0.09,-0.01364,0.01518,90,19156,0,0,0,0,63942633,29.59,10.8,5.97,-0.3509893975903615
ASX,ASE Industrial Holding Co. Ltd. American Depositary Shares (each representing Two),New York Stock Exchange,Technology,close,5.09,1528291800101,5.15,1528315324091,5.17,5.08,5.15,Close,"June 6, 2018",1528315324091,595897,5.155,100,1528315195188,5.15,1528315324091,5.15,0,0,1528315326163,5.05,0.1,0.0198,0.03558,21202,593175,0,0,0,0,8738835335,11.98,5.84,4.75,-0.06534492753623185
ASYS,Amtech Systems Inc.,Nasdaq Global Select,Technology,close,8.97,1528291800326,8.51,1528315200509,9.29,8.38,8.51,Close,"June 6, 2018",1528315200509,685054,8.55,100,1528314559123,8.51,1528315200509,8.51,0,0,1528315210836,8.92,-0.41,-0.04596,0.00368,2521,333144,0,0,0,0,126764994,7.95,15.45,6.76,-0.20524369462770967
AT,Atlantic Power Corporation (Canada),New York Stock Exchange,Utilities,close,2.15,1528291809060,2.2,1528315320070,2.2,2.15,2.2,Close,"June 6, 2018",1528315320070,445614,2.175,500,1528315183467,2.2,1528315320070,2.2,0,0,1528318641773,2.15,0.05,0.02326,0.01767,7874,388793,0,0,0,0,247456856,16.92,2.6,1.8,-0.08090666666666667
ATAC,Atlantic Acquisition Corp.,NASDAQ Capital Market,Industrials,previousclose,10.05,1528212980641,10.03,1528228800351,10.05,10.02,10.04,Previous close,"June 5, 2018",1528156800000,15783,0,0,0,10.03,1528228800351,,,,,10.04,0,0,0,0,3385,0,0,0,0,20044358,,15,9.75,0.01825557809330626
ATACR,Atlantic Acquisition Corp. Right,NASDAQ Capital Market,,previousclose,0.54,1528140480099,0.5401,1528142400348,0.5401,0.54,0.5401,Previous close,"June 4, 2018",1528070400000,27096,0,0,0,0.5401,1528142400348,,,,,0.5401,0,0,0,0,3165,0,0,0,0,0,,0.66,0.325,0.010288065843621514
ATACU,Atlantic Acquisition Corp. Unit,NASDAQ Capital Market,Industrials,previousclose,10.7,1527795944362,10.7,1527796800301,10.71,10.7,10.7,Previous close,"May 31, 2018",1527724800000,3,0,0,0,10.7,1527796800301,,,,,10.7,0,0,0,0,393,0,0,0,0,0,,11,9.56,0.04085603112840466
ATAI,ATA Inc.,NASDAQ Global Market,Consumer Defensive,close,5.13,1528308344679,5.13,1528315200210,5.28,5.13,5.13,Close,"June 6, 2018",1528315200210,2190,5.27,100,1528302544478,5.13,1528315200210,,,,,5.2194,-0.0894,-0.01713,0.04566,100,2739,0,0,0,0,124202138,,6.616,3.58,-0.055914530386740234
ATAX,America First Multifamily Investors L.P.,Nasdaq Global Select,Financial Services,close,6.375,1528291800620,6.35,1528315200191,6.45,6.35,6.35,Close,"June 6, 2018",1528315200191,30880,0,0,0,6.35,1528315200191,6.375,0.025,0.00394,1528142408157,6.375,-0.025,-0.00392,0,0,80370,0,0,0,0,383876093,14.77,6.5,5.825,0.08026367346938779
ATEC,Alphatec Holdings Inc.,Nasdaq Global Select,Healthcare,close,3.86,1528291800509,3.89,1528315200269,3.939,3.81,3.89,Close,"June 6, 2018",1528315200269,14776,3.9,56,1528314601064,3.89,1528315200269,3.99,0.1,0.02571,1526932912025,3.87,0.02,0.00517,0.00379,56,85697,0,0,0,0,105751031,48.62,4.27,1.576,0.4546082022471911
ATEN,A10 Networks Inc.,New York Stock Exchange,Technology,close,6.45,1528291800158,6.4,1528315321145,6.475,6.38,6.4,Close,"June 6, 2018",1528315321145,194764,6.395,100,1528315189762,6.4,1528315321145,6.4,0,0,1528317004349,6.42,-0.02,-0.00312,0.0445,8667,221737,0,0,0,0,452809280,-29.09,8.88,5.6301,-0.17473290322580648
ATGE,Adtalem Global Education Inc.,New York Stock Exchange,Consumer Defensive,close,48.7,1528291800051,49.05,1528315320065,49.1,48.6,49.05,Close,"June 6, 2018",1528315320065,200756,49.025,100,1528315170812,49.05,1528315320065,49.05,0,0,1528317004540,48.65,0.4,0.00822,0.03441,6908,412530,0,0,0,0,2954134350,18.65,50.15,30.15,0.13307549132947974
ATH,Athene Holding Ltd. Class A,New York Stock Exchange,Financial Services,close,45.49,1528291801112,45.71,1528315309223,46.045,45.22,45.71,Close,"June 6, 2018",1528315309223,1001603,45.71,9,1528315196139,45.71,1528315309223,45.71,0,0,1528316997888,45.28,0.43,0.0095,0.02246,22496,1271571,0,0,0,0,9133575830,8.3,55.22,43.96,-0.1009125736738703
ATHM,Autohome Inc. American Depositary Shares each representing one class A.,New York Stock Exchange,Technology,close,117.92,1528291800054,113.48,1528315321287,118.63,112.05,113.48,Close,"June 6, 2018",1528315321287,911094,113.405,100,1528315197976,113.48,1528315321287,113.48,0,0,1528317671000,117.87,-4.39,-0.03724,0.07184,65453,687880,0,0,0,0,13293144339,42.34,119.5,40.72,0.6252423695345556
ATHN,athenahealth Inc.,Nasdaq Global Select,Technology,close,163.94,1528293000001,157.44,1528315200236,163.94,155.28,157.44,Close,"June 6, 2018",1528315200236,1065848,157.29,100,1528315164150,157.44,1528315200236,157.455,0.015,0.0001,1528318149462,151.14,6.3,0.04168,0.05007,53367,691993,0,0,0,0,6362106474,61.02,158.66,111.61,0.15382128035320075
ATHX,Athersys Inc.,NASDAQ Capital Market,Healthcare,close,2.85,1528291800189,2.79,1528315200347,2.88,2.75,2.79,Close,"June 6, 2018",1528315200347,1391570,2.78,300,1528315183548,2.79,1528315200347,2.83,0.04,0.01434,1528318473028,2.79,0,0,0.00866,12051,760906,0,0,0,0,384904341,-9,2.81,1.29,0.5414364640883977
ATI,Allegheny Technologies Incorporated,New York Stock Exchange,Industrials,close,28.98,1528291800061,29.52,1528315400155,29.545,28.8,29.52,Close,"June 6, 2018",1528315400155,1377041,29.53,200,1528315192011,29.52,1528315400155,29.52,0,0,1528317706000,28.76,0.76,0.02643,0.03332,45883,1604114,0,0,0,0,3709106112,48.39,30.25,15.82,0.14899049960967994
ATIS,Attis Industries Inc.,NASDAQ Capital Market,Industrials,close,0.4958,1528291800437,0.4656,1528315200475,0.507,0.45,0.4656,Close,"June 6, 2018",1528315200475,439560,0.47,100,1528298062911,0.4656,1528315200475,0.49,0.0244,0.05241,1528291797739,0.494,-0.0284,-0.05749,0.00091,400,740074,0,0,0,0,8281300,,0.93,0.4,-0.27086579617834394
ATISW,Attis Industries Inc. Warrants,NASDAQ Capital Market,,previousclose,0.1397,1528119000052,0.1397,1528142400273,,,0.11,Previous close,"June 4, 2018",1528070400000,40,0,0,0,0.1397,1528142400273,,,,,0.11,0,0,0,0,815,0,0,0,0,0,,0.55,0.0509,-0.15384615384615388
ATKR,Atkore International Group Inc.,New York Stock Exchange,Industrials,close,21.61,1528291800053,22.03,1528315374502,22.05,21.53,22.03,Close,"June 6, 2018",1528315374502,441607,22.04,35,1528315145309,22.03,1528315374502,22.03,0,0,1528317004676,21.64,0.39,0.01802,0.06458,28519,906563,0,0,0,0,1026108824,15.62,24.475,15.05,0.013878260469397155
ATLC,Atlanticus Holdings Corporation,Nasdaq Global Select,Financial Services,close,2.22,1528291800606,2.02,1528315200578,2.23,2.09,2.02,Close,"June 6, 2018",1528315200578,1082,0,0,0,2.02,1528315200578,2.23,0.21,0.10396,1528291438540,2.22,-0.2,-0.09009,0,0,3530,0,0,0,0,31006844,,2.76,1.52,-0.18396755102040815
ATLO,Ames National Corporation,NASDAQ Capital Market,Financial Services,close,30.85,1528291800473,30.8,1528315200461,31,30.675,30.8,Close,"June 6, 2018",1528315200461,6667,30.5,2,1528293804960,30.8,1528315200461,30.8,0,0,1528317004756,30.8,0,0,0.0003,2,6822,0,0,0,0,286776120,,31.9,26,0.11350522769012746
ATNI,ATN International Inc.,Nasdaq Global Select,Communication Services,close,55.45,1528291800565,55.67,1528315200551,55.737,54.7,55.67,Close,"June 6, 2018",1528315200551,52654,55.555,10,1528315045976,55.67,1528315200551,55.67,0,0,1528317004811,55.24,0.43,0.00778,0.01903,1002,69314,0,0,0,0,889830449,38.13,71.25,49.5,-0.0002291944115217102
