symbol,companyName,primaryExchange,sector,calculationPrice,open,openTime,close,closeTime,high,low,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,iexRealtimePrice,iexRealtimeSize,iexLastUpdated,delayedPrice,delayedPriceTime,extendedPrice,extendedChange,extendedChangePercent,extendedPriceTime,previousClose,change,changePercent,iexMarketPercent,iexVolume,avgTotalVolume,iexBidPrice,iexBidSize,iexAskPrice,iexAskSize,marketCap,peRatio,week52High,week52Low,ytdChange
A,Agilent Technologies Inc.,New York Stock Exchange,Healthcare,close,63.75,1528291801003,65.19,1528315241422,65.19,63.06,65.19,Close,"June 6, 2018",1528315241422,3106667,65.17,100,1528315194940,65.19,1528315241422,65.49,0.3,0.0046,1528318100117,63.52,1.67,0.02629,0.03435,106714,3076997,0,0,0,0,20857679094,26.08,75,57.92,-0.031968400729434576
AA,Alcoa Corporation,New York Stock Exchange,Basic Materials,close,49.92,1528291801003,50.13,1528315368389,50.19,49.17,50.13,Close,"June 6, 2018",1528315368389,2847999,50.11,100,1528315195316,50.13,1528315368389,50.11,-0.02,-0.0004,1528317349342,49.45,0.68,0.01375,0.05896,167918,3518502,0,0,0,0,9347031410,15.91,62.35,29.55,-0.08992953597969909
AABA,Altaba Inc.,Nasdaq Global Select,Financial Services,close,80.75,1528291800522,80.28,1528315200385,81.11,79.99,80.28,Close,"June 6, 2018",1528315200385,3136161,80.25,100,1528315195274,80.28,1528315200385,80.28,0,0,1528315206721,80.35,-0.07,-0.00087,0.02193,68776,4674937,0,0,0,0,65018115149,,81.25,50.28,0.09785829208259264
AAC,AAC Holdings Inc.,New York Stock Exchange,Healthcare,close,10.12,1528291801001,10.42,1528315323039,10.64,10.08,10.42,Close,"June 6, 2018",1528315323039,213272,10.45,100,1528314987298,10.42,1528315323039,10.42,0,0,1528317002561,10.12,0.3,0.02964,0.0434,9256,148849,0,0,0,0,256380484,17.08,13.0551,5.99,0.12133363538295573
AAL,American Airlines Group Inc.,Nasdaq Global Select,Industrials,close,43.45,1528291800754,44.19,1528315200373,44.23,42.88,44.19,Close,"June 6, 2018",1528315200373,6491075,44.17,200,1528315192191,44.19,1528315200373,44.19,0,0,1528318436537,44.18,0.01,0.00023,0.02734,177466,6397102,0,0,0,0,20687665559,8.77,59.08,40.65,-0.1624709621926697
AAMC,Altisource Asset Management Corp Com,NYSE American,Financial Services,close,69.2,1528291800024,67.55,1528315200046,71.6,67.55,67.55,Close,"June 6, 2018",1528315200046,3620,0,0,0,67.55,1528315800000,68.1,0.55,0.00814,1528315200045,68.55,-1,-0.01459,0,0,1631,0,0,0,0,108873510,,116,55,-0.13518012187299558
AAME,Atlantic American Corporation,NASDAQ Global Market,Financial Services,close,2.9,1528291800291,2.7,1528315200494,2.944,2.7,2.7,Close,"June 6, 2018",1528315200494,3397,0,0,0,2.7,1528315200494,,,,,2.9,-0.2,-0.06897,0,0,3993,0,0,0,0,54714088,,4,2.56,-0.17116497848363837
AAN,Aaron's Inc.,New York Stock Exchange,Industrials,close,40.62,1528291801002,40.67,1528315323040,41.11,39.975,40.67,Close,"June 6, 2018",1528315323040,433735,40.655,100,1528315170210,40.67,1528315323040,40.67,0,0,1528317091269,40.54,0.13,0.00321,0.0664,28800,811153,0,0,0,0,2951759502,15.82,49.77,34.29,0.030970172391938115
AAOI,Applied Optoelectronics Inc.,NASDAQ Global Market,Technology,close,47,1528291800690,44.86,1528315200562,47,44.25,44.86,Close,"June 6, 2018",1528315200562,1452915,44.8,100,1528315124449,44.86,1528315200562,44.86,0,0,1528317706000,47.04,-2.18,-0.04634,0.00686,9967,1445034,0,0,0,0,878314523,13.31,103.41,22.54,0.19449355315220268
AAON,AAON Inc.,Nasdaq Global Select,Basic Materials,close,32.2,1528291800433,32.6,1528315200186,32.65,31.45,32.6,Close,"June 6, 2018",1528315200186,253368,32.575,7,1528315170129,32.65,1528315200197,32.6,0,0,1528317002816,32.1,0.5,0.01558,0.0288,7297,324561,0,0,0,0,1707008731,38.81,40.25,29.05,-0.11567845737483089
AAP,Advance Auto Parts Inc W/I,New York Stock Exchange,Consumer Cyclical,close,130.11,1528291801063,130.59,1528315322069,131.49,129.47,130.59,Close,"June 6, 2018",1528315322069,1161201,130.54,100,1528315195116,130.59,1528315322069,130.59,0,0,1528317705000,129.95,0.64,0.00492,0.06642,77127,1206775,0,0,0,0,9667748903,22.21,134.99,78.81,0.23046220458019864
AAPL,Apple Inc.,Nasdaq Global Select,Technology,close,193.7,1528291800796,193.98,1528315200393,194.08,191.92,193.98,Close,"June 6, 2018",1528315200393,21081519,194,400,1528315199497,193.98,1528315200393,193.9,-0.08,-0.00041,1528318781439,193.31,0.67,0.00347,0.01791,377570,28675712,0,0,0,0,953438469240,19.94,193.98,142.2,0.13458938748343346
AAT,American Assets Trust Inc.,New York Stock Exchange,Real Estate,close,36.94,1528291801025,37.35,1528315324012,37.53,36.94,37.35,Close,"June 6, 2018",1528315324012,225072,37.365,100,1528315191667,37.35,1528315324012,37.35,0,0,1528317002908,37.04,0.31,0.00837,0.01388,3124,304383,0,0,0,0,1763050127,18.86,41.69,30.62,-0.01300699443315695
AAU,Almaden Minerals Ltd.,NYSE American,Basic Materials,close,0.73,1528291800015,0.7375,1528315200068,0.7457,0.73,0.7375,Close,"June 6, 2018",1528315200068,118056,0,0,0,0.7375,1528315800000,0.702,-0.0355,-0.04814,1527859192823,0.73,0.0075,0.01027,0,0,141169,0,0,0,0,75372223,,1.53,0.7,-0.28099213592233013
AAV,Advantage Oil & Gas Ltd,New York Stock Exchange,Energy,close,2.95,1528291801000,3.05,1528315324011,3.1,2.95,3.05,Close,"June 6, 2018",1528315324011,328207,3.025,100,1528315035851,3.05,1528315324011,3.05,0,0,1528119000002,2.95,0.1,0.0339,0.01294,4247,216660,0,0,0,0,567919080,21.79,7.35,2.7,-0.3105444444444444
AAWW,Atlas Air Worldwide Holdings,Nasdaq Global Select,Industrials,close,72,1528291800758,72.4,1528315200582,73,72,72.4,Close,"June 6, 2018",1528315200582,184937,72.4,100,1528315174771,72.4,1528315200582,72.4,0,0,1528317002992,71.8,0.6,0.00836,0.02921,5402,226093,0,0,0,0,1850674175,13.26,72.4,49.95,0.24735913718723027
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,NASDAQ Global Market,,close,78.02,1528291800607,78.69,1528315200593,78.7,77.98,78.69,Close,"June 6, 2018",1528315200593,462677,78.67,300,1528315158824,78.69,1528315200593,77.59,-1.1,-0.01398,1528290668353,77.47,1.22,0.01575,0.01621,7500,683005,0,0,0,0,4925994000,,83.52,66.725,0.010485490498202407
AAXN,Axon Enterprise Inc.,Nasdaq Global Select,Industrials,close,67.64,1528291800480,67.9,1528315200532,69.09,66.93,67.9,Close,"June 6, 2018",1528315200532,1126125,67.88,20,1528315115529,67.9,1528315200532,68.1,0.2,0.00295,1528318627031,67.06,0.84,0.01253,0.02867,32286,1526869,0,0,0,0,3624600523,161.67,67.9,20.57,1.5383303766478345
AB,AllianceBernstein Holding L.P. Units,New York Stock Exchange,Financial Services,close,28.8,1528291801001,29.2,1528315322016,29.25,28.75,29.2,Close,"June 6, 2018",1528315322016,434001,29.175,100,1528315162148,29.2,1528315322016,29.2,0,0,1528315324122,28.7,0.5,0.01742,0.02894,12560,392928,0,0,0,0,2851197296,11.36,29.2,22.5,0.22448405851106323
ABAC,Renmin Tianli Group Inc.,NASDAQ Capital Market,Consumer Defensive,close,2.3,1528291800311,2.41,1528315200237,2.416,2.3,2.41,Close,"June 6, 2018",1528315200237,22883,2.35,100,1528293568232,2.41,1528315200237,2.26,-0.15,-0.06224,1528290053305,2.3,0.11,0.04783,0.00437,100,37121,0,0,0,0,24060825,,4.76,1.9,-0.12779724014336924
ABAX,ABAXIS Inc.,Nasdaq Global Select,Healthcare,close,83.1,1528291800742,83.38,1528315200372,83.4,82.89,83.38,Close,"June 6, 2018",1528315200372,276180,83.4,100,1528315197556,83.38,1528315200372,83.38,0,0,1528317003148,83.25,0.13,0.00156,0.04895,13519,445755,0,0,0,0,1906983980,66.7,83.98,43.66,0.6740729280729035
ABB,ABB Ltd,New York Stock Exchange,Industrials,close,22.98,1528291801001,23.17,1528315322018,23.185,22.91,23.17,Close,"June 6, 2018",1528315322018,1044919,23.175,7,1528315194703,23.17,1528315322018,23.17,0,0,1528317091127,23.11,0.06,0.0026,0.01053,11003,2034126,0,0,0,0,49323480787,18.1,28.67,21.92,-0.11147399456407149
ABBV,AbbVie Inc.,New York Stock Exchange,Healthcare,close,99.24,1528291920295,99.98,1528315232368,99.99,98.32,99.98,Close,"June 6, 2018",1528315232368,4549195,99.97,100,1528315196358,99.98,1528315232368,99.98,0,0,1528318649867,99.24,0.74,0.00746,0.04535,206306,10517796,0,0,0,0,158656207511,16.18,125.86,67.37,0.033648275147506686
ABC,AmerisourceBergen Corporation,New York Stock Exchange,Healthcare,close,84.87,1528291801004,87.15,1528315342670,87.19,84.84,87.15,Close,"June 6, 2018",1528315342670,1033433,87.15,100,1528315195028,87.15,1528315342670,87.15,0,0,1528317682000,84.79,2.36,0.02783,0.02013,20803,1397278,0,0,0,0,19155924613,14.33,106.27,71.9,-0.06304107610456641
ABCB,Ameris Bancorp,Nasdaq Global Select,Financial Services,close,57.2,1528291800518,57.45,1528315200356,57.7,57.2,57.45,Close,"June 6, 2018",1528315200356,262381,57.425,10,1528315195077,57.45,1528315200356,57.45,0,0,1528317003314,57.05,0.4,0.00701,0.0252,6612,233846,0,0,0,0,2353558803,21.93,59.05,41.05,0.18433033224990958
ABCD,Cambium Learning Group Inc.,NASDAQ Capital Market,Consumer Defensive,close,10.36,1528291800713,10.29,1528315200293,10.39,10.18,10.29,Close,"June 6, 2018",1528315200293,218653,10.3,100,1528315171432,10.29,1528315200293,10.29,0,0,1528317003495,10.37,-0.08,-0.00771,0.01351,2954,248051,0,0,0,0,484838622,,13.77,4.67,0.8440757142857143
ABDC,Alcentra Capital Corp.,Nasdaq Global Select,Financial Services,close,6.73,1528291800566,6.75,1528315200417,6.79,6.52,6.75,Close,"June 6, 2018",1528315200417,45930,6.73,79,1528313898906,6.75,1528315200417,6.75,0,0,1528317701000,6.74,0.01,0.00148,0.00172,79,70303,0,0,0,0,92385266,5.4,13.755,5.9,-0.1888228555639648
ABEO,Abeona Therapeutics Inc.,NASDAQ Capital Market,Healthcare,close,16.8,1528291800444,16.3,1528315200410,17.75,16,16.3,Close,"June 6, 2018",1528315200410,1457200,16.275,10,1528315195205,16.3,1528315200410,16.25,-0.05,-0.00307,1528318796118,16.6,-0.3,-0.01807,0.02236,32583,1050527,0,0,0,0,771076146,-22.96,22.75,4.55,-0.05295372093023243
ABEOW,,,,close,12.4,1528292003980,12.4,1528315200184,,,12.4,Close,"June 6, 2018",1528315200184,19,0,0,0,12.4,1528315200184,,,,,12.81,-0.41,-0.03201,0,0,0,0,0,0,0,0,,12.4,0,0.04627282828282826
ABEV,Ambev S.A. American Depositary Shares (Each representing 1),New York Stock Exchange,Consumer Defensive,close,5.15,1528291810555,5.07,1528315310106,5.165,5.05,5.07,Close,"June 6, 2018",1528315310106,23703795,5.08,100,1528315178343,5.07,1528315310106,5.04,-0.03,-0.00592,1528317104400,5.17,-0.1,-0.01934,0.0166,393483,23752715,0,0,0,0,79692263137,22.04,7.43,5.07,-0.2347346549709377
ABG,Asbury Automotive Group Inc,New York Stock Exchange,Consumer Cyclical,close,72.6,1528291810054,73.5,1528315206351,73.7,72,73.5,Close,"June 6, 2018",1528315206351,143538,73.5,100,1528315199894,73.5,1528315206351,73.5,0,0,1528317003678,72.25,1.25,0.0173,0.05648,8107,189837,0,0,0,0,1516413486,10.81,76.4,49.1,0.1595924901185771
ABIL,Ability Inc.,NASDAQ Capital Market,Technology,close,2.46,1528291800148,2.36,1528315200283,2.48,2.33,2.36,Close,"June 6, 2018",1528315200283,17290,0,0,0,2.36,1528315200283,2.45,0.09,0.03814,1528315319632,2.49,-0.13,-0.05221,0,0,52471,0,0,0,0,6080339,,5.9499,0.3233,4.291137639484979
ABIO,ARCA biopharma Inc.,NASDAQ Capital Market,Healthcare,close,0.5529,1528291800270,0.532,1528315200407,0.5698,0.525,0.532,Close,"June 6, 2018",1528315200407,167552,0,0,0,0.532,1528315200407,0.53,-0.002,-0.00376,1528315372572,0.5401,-0.0081,-0.015,0,0,823491,0,0,0,0,7407475,,2.71,0.45,-0.614925925925926
ABLX,Ablynx NV,Nasdaq Global Select,Healthcare,close,52.62,1528291800409,52.41,1528315200495,52.876,52.62,52.41,Close,"June 6, 2018",1528315200495,2526,0,0,0,52.41,1528315200495,52.61,0.2,0.00382,1528291730455,52.3,0.11,0.0021,0,0,80690,0,0,0,0,4088052955,,55.29,17.75,1.1367938775510202
ABM,ABM Industries Incorporated,New York Stock Exchange,Industrials,close,28.72,1528291810055,29,1528315210685,29.3,28.54,29,Close,"June 6, 2018",1528315210685,1596633,29,100,1528315187837,29,1528315210685,29.75,0.75,0.02586,1528318340941,28.71,0.29,0.0101,0.0196,31294,813478,0,0,0,0,1905300058,17.79,45.12,28.17,-0.22181344780168327
ABMD,ABIOMED Inc.,Nasdaq Global Select,Healthcare,close,406.92,1528291800618,410.27,1528315200520,411.01,404.5,410.27,Close,"June 6, 2018",1528315200520,573168,410.285,186,1528315194235,410.27,1528315200520,410.27,0,0,1528317702000,405.67,4.6,0.01134,0.06306,36144,1112074,0,0,0,0,18247922186,310.81,415,134.8,1.1188261031741908
ABP,Abpro Corp,NASDAQ Global Market,Healthcare,previousclose,,,,,,,,N/A,N/A,,0,,,,,,,,,,,,,,,0,,,,,,,0,0,0
ABR,Arbor Realty Trust,New York Stock Exchange,Real Estate,close,9.33,1528291801002,9.49,1528315339505,9.49,9.33,9.49,Close,"June 6, 2018",1528315339505,773455,9.475,35,1528315123503,9.49,1528315339505,9.49,0,0,1528315341518,9.33,0.16,0.01715,0.01311,10140,1074656,0,0,0,0,650655610,9.78,9.6,7.88,0.15379051459480544
ABT,Abbott Laboratories,New York Stock Exchange,Healthcare,close,63.08,1528291868743,63.54,1528315247327,63.55,62.775,63.54,Close,"June 6, 2018",1528315247327,4021726,63.545,25,1528315195054,63.54,1528315247327,63.54,0,0,1528317679000,63.03,0.51,0.00809,0.02619,105329,5398671,0,0,0,0,111397550652,24.34,64.6,45.92,0.09052173621844418
ABTX,Allegiance Bancshares Inc.,NASDAQ Global Market,Financial Services,close,43.2,1528291800132,43.65,1528315200184,43.75,42.95,43.65,Close,"June 6, 2018",1528315200184,69900,43.75,84,1528315185336,43.65,1528315200184,43.65,0,0,1528317003879,43.3,0.35,0.00808,0.05,3495,27025,0,0,0,0,581668376,25.68,44.5,31.75,0.15814640106241698
ABUS,Arbutus Biopharma Corporation,Nasdaq Global Select,Healthcare,close,5.95,1528291800629,5.95,1528315200213,6.1,5.85,5.95,Close,"June 6, 2018",1528315200213,68659,5.925,300,1528315083492,5.95,1528315200213,5.963,0.013,0.00218,1528315861194,6,-0.05,-0.00833,0.01238,850,145540,0,0,0,0,328249582,-3.48,8.25,3.2,0.09258743119266051
ABX,Barrick Gold Corporation,New York Stock Exchange,Basic Materials,close,13.04,1528291801009,12.94,1528315363543,13.06,12.81,12.94,Close,"June 6, 2018",1528315363543,8606195,12.955,100,1528315197070,12.94,1528315363543,12.94,0,0,1528317710000,12.96,-0.02,-0.00154,0.01146,98627,8504349,0,0,0,0,15099722685,17.25,18.35,11.07,-0.14488439406157871
AC,Associated Capital Group Inc.,New York Stock Exchange,Financial Services,close,38.5,1528291801007,38.45,1528315322024,38.6,38.05,38.45,Close,"June 6, 2018",1528315322024,14879,38.425,25,1528315164560,38.45,1528315322024,38.45,0,0,1528317004812,38.35,0.1,0.00261,0.00289,43,18719,0,0,0,0,888474262,,39.8,32.2,0.12559682284041004
ACAD,ACADIA Pharmaceuticals Inc.,Nasdaq Global Select,Healthcare,close,17.51,1528291800541,17.52,1528315200380,17.6,17.21,17.52,Close,"June 6, 2018",1528315200380,1150350,17.515,100,1528315195424,17.52,1528315200380,17.52,0,0,1528317711000,17.43,0.09,0.00516,0.05849,67284,3109914,0,0,0,0,2186950977,-8.46,41.2,14.51,-0.42204999014130795
ACBI,Atlantic Capital Bancshares Inc.,Nasdaq Global Select,Financial Services,close,21,1528291800727,21.3,1528315200169,21.3,20.95,21.3,Close,"June 6, 2018",1528315200169,146212,21.25,100,1528315180006,21.3,1528315200169,21.3,0,0,1528317003964,21,0.3,0.01429,0.11945,17465,90099,0,0,0,0,554592765,35.5,21.55,15.2,0.22118655172413804
ACC,American Campus Communities Inc,New York Stock Exchange,Real Estate,close,41.25,1528291801002,41.5,1528315323042,41.58,41.12,41.5,Close,"June 6, 2018",1528315323042,762022,41.545,100,1528315183008,41.5,1528315323042,41.5,0,0,1528316998075,41.41,0.09,0.00217,0.03344,25482,807718,0,0,0,0,5672421151,18.04,49.26,34.52,0.03590041628805652
ACCO,Acco Brands Corporation,New York Stock Exchange,Industrials,close,13.1,1528291801002,13.15,1528315322033,13.25,13.1,13.15,Close,"June 6, 2018",1528315322033,306202,13.175,100,1528315195661,13.15,1528315322033,13.15,0,0,1528317004002,13.15,0,0,0.06578,20142,481212,0,0,0,0,1409760005,10.78,13.975,10.35,0.06166540181815244
ACER,Acer Therapeutics Inc.,NASDAQ Capital Market,Healthcare,close,18.01,1528291800656,18.25,1528315200306,18.41,18.07,18.25,Close,"June 6, 2018",1528315200306,5843,0,0,0,18.25,1528315200306,,,,,18,0.25,0.01389,0,0,10997,0,0,0,0,136828152,-5.74,22.6307,5.69554,0.2292850033760972
ACET,Aceto Corporation,Nasdaq Global Select,Healthcare,close,3.28,1528291800473,3.355,1528315200523,3.726,3.28,3.355,Close,"June 6, 2018",1528315200523,1247219,3.36,100,1528315157318,3.355,1528315200523,3.355,0,0,1528317004051,3.25,0.105,0.03231,0.00881,10988,780550,0,0,0,0,103293888,2.8,17.03,2.22,-0.6590275058171009
ACGL,Arch Capital Group Ltd.,Nasdaq Global Select,Financial Services,close,81.11,1528291800290,81.6,1528315200557,81.86,80.51,81.6,Close,"June 6, 2018",1528315200557,1349761,81.6,100,1528315197607,81.6,1528315200557,81.6,0,0,1528316998084,81.08,0.52,0.00641,0.09196,124124,654457,0,0,0,0,11079293122,23.65,102.6,77.12,-0.07535670441676104
ACGLO,Arch Capital Group Ltd. Depositary Shares Each Representing 1/1000th Interest in a Share of5.45% Non-Cumulative Preferred Shares Series F,Nasdaq Global Select,Financial Services,close,24.88,1528291800802,24.94,1528315200217,24.99,24.85,24.94,Close,"June 6, 2018",1528315200217,46125,24.865,100,1528293068926,24.94,1528315200217,24.94,0,0,1528316872755,24.89,0.05,0.00201,0.01084,500,29196,0,0,0,0,0,,25.99,23.67,0.007869769650434413
ACGLP,Arch Capital Group Ltd. Depositary Shares Representing Interest in 5.25% Non-Cumulative Preferred Series E Shrs,Nasdaq Global Select,Financial Services,close,24.4,1528291800027,24.39,1528315200217,24.44,24.36,24.39,Close,"June 6, 2018",1528315200217,120073,24.4,400,1528315090974,24.39,1528315200217,24.39,0,0,1528316872339,24.42,-0.03,-0.00123,0.00827,993,47458,0,0,0,0,0,,25.25,22.75,-0.004714946175128743
ACH,Aluminum Corporation of China Limited American Depositary Shares,New York Stock Exchange,Basic Materials,close,13.39,1528291801001,13.59,1528315320714,13.59,13.39,13.59,Close,"June 6, 2018",1528315320714,52260,13.57,100,1528314292927,13.59,1528315320714,13.59,0,0,1528317091288,13.29,0.3,0.02257,0.03341,1746,68589,0,0,0,0,8101704715,,23.54,11.26,-0.27425539682539685
ACHC,Acadia Healthcare Company Inc.,Nasdaq Global Select,Healthcare,close,39.22,1528291800457,39.62,1528315200237,40.24,39.02,39.62,Close,"June 6, 2018",1528315200237,1531233,39.565,200,1528315155452,39.62,1528315200237,39.62,0,0,1528315234081,39.3,0.32,0.00814,0.06301,96483,1123670,0,0,0,0,3495871453,16.72,54.34,26.92,0.17051799467613116
ACHN,Achillion Pharmaceuticals Inc.,Nasdaq Global Select,Healthcare,close,3.15,1528291800733,3.1,1528315200385,3.18,3.08,3.1,Close,"June 6, 2018",1528315200385,759362,3.095,100,1528315182619,3.1,1528315200385,3.1,0,0,1528317004154,3.13,-0.03,-0.00958,0.03509,26646,1070301,0,0,0,0,428853188,-5,5.66,2.58,0.0033649838187702393
ACHV,Achieve Life Sciences Inc.,NASDAQ Capital Market,Healthcare,close,9.07,1528291800609,8.51,1528315200308,9.125,8.26,8.51,Close,"June 6, 2018",1528315200308,64706,0,0,0,8.51,1528315200308,9.22,0.71,0.08343,1528290974942,9.23,-0.72,-0.07801,0,0,60650,0,0,0,0,1098462,,14.31,0.95,5.331712222222223
ACIA,Acacia Communications Inc.,Nasdaq Global Select,Technology,close,34.19,1528291800420,33.87,1528315200573,34.886,33.53,33.87,Close,"June 6, 2018",1528315200573,1443158,33.89,100,1528315176979,33.87,1528315200573,33.87,0,0,1528318657418,33.34,0.53,0.0159,0.02039,29426,1140624,0,0,0,0,1359864954,58.4,50.1,24.72,-0.07935101763907729
ACIU,AC Immune SA,NASDAQ Global Market,Healthcare,close,9.94,1528291800507,9.82,1528315200309,9.94,9.62,9.82,Close,"June 6, 2018",1528315200309,8913,0,0,0,9.82,1528315200309,8.55,-1.27,-0.12933,1528205368785,9.87,-0.05,-0.00507,0,0,21670,0,0,0,0,563673548,-18.88,13.91,6.03,-0.26574415730337086
ACIW,ACI Worldwide Inc.,Nasdaq Global Select,Technology,close,25.06,1528291800686,25.01,1528315200296,25.16,24.69,25.01,Close,"June 6, 2018",1528315200296,709741,25.015,33,1528315151961,25.01,1528315200296,25.01,0,0,1528317004245,24.98,0.03,0.0012,0.04014,28489,692869,0,0,0,0,2911799654,41.68,26.3737,20.23,0.10212551784927278
ACLS,Axcelis Technologies Inc.,Nasdaq Global Select,Technology,close,21.65,1528291800416,21.4,1528315200513,21.65,21.3,21.4,Close,"June 6, 2018",1528315200513,300727,21.375,400,1528315094257,21.4,1528315200513,21.4,0,0,1528317570942,21.7,-0.3,-0.01382,0.06741,20272,326247,0,0,0,0,687915091,13.46,37.05,18.6,-0.27947143824027076
ACM,AECOM,New York Stock Exchange,Industrials,close,33.95,1528291801004,34.12,1528315310679,34.19,33.79,34.12,Close,"June 6, 2018",1528315310679,964410,34.11,100,1528315190008,34.12,1528315310679,31.17,-2.95,-0.08646,1528317138423,33.91,0.21,0.00619,0.01492,14389,1018373,0,0,0,0,5470363211,11.45,39.9,30.15,-0.0948174231177095
ACMR,ACM Research Inc.,NASDAQ Global Market,Technology,close,12.68,1528291800379,12.63,1528315200541,12.726,12.46,12.63,Close,"June 6, 2018",1528315200541,22727,12.61,10,1528315116049,12.63,1528315200541,13.48,0.85,0.0673,1528142400448,12.59,0.04,0.00318,0.00088,20,53267,0,0,0,0,200061057,631.5,15.5951,4.7437,1.2433935231316724
ACN,Accenture plc Class A (Ireland),New York Stock Exchange,Technology,close,160.57,1528291801009,162.71,1528315299459,162.75,160.16,162.71,Close,"June 6, 2018",1528315299459,1638323,162.72,100,1528315199787,162.71,1528315299459,162.67,-0.04,-0.00025,1528317870238,159.92,2.79,0.01745,0.0161,26377,1683350,0,0,0,0,109506728191,26.59,165.58,119.1,0.0661442471330093
ACNB,ACNB Corporation,NASDAQ Capital Market,Financial Services,close,31.5,1528291800730,31.75,1528315200524,32.2,31.18,31.75,Close,"June 6, 2018",1528315200524,17172,32.125,100,1528308190954,31.75,1528315200524,31.75,0,0,1528317004368,31.6,0.15,0.00475,0.03168,544,7168,0,0,0,0,223346645,,32.1,24.45,0.08239132959114431
ACOR,Acorda Therapeutics Inc.,Nasdaq Global Select,Healthcare,close,26.5,1528291800547,27.05,1528315200192,27.25,26.5,27.05,Close,"June 6, 2018",1528315200192,450705,27.1,100,1528315174878,27.1,1528315200204,27.05,0,0,1528317694000,26.45,0.6,0.02268,0.02696,12151,421400,0,0,0,0,1273148176,-58.8,29.6,14.8,0.19045041942604862
ACP,Aberdeen Income Credit Strategies Fund,New York Stock Exchange,Financial Services,close,13.91,1528291913947,13.9,1528315320019,13.91,13.868,13.9,Close,"June 6, 2018",1528315320019,44177,0,0,0,13.9,1528315320019,13.9,0,0,1528315322038,13.9,0,0,0,0,65092,0,0,0,0,181729601,,14.93,13.3101,0.018016698403398305
ACRE,Ares Commercial Real Estate Corporation,New York Stock Exchange,Real Estate,close,13.81,1528291801001,13.89,1528315324049,13.92,13.81,13.89,Close,"June 6, 2018",1528315324049,72587,13.905,100,1528315126168,13.89,1528315324049,13.89,0,0,1528317004547,13.89,0,0,0.01357,985,132450,0,0,0,0,397238943,11.48,13.98,11.96,0.11090672062575489
ACRS,Aclaris Therapeutics Inc.,Nasdaq Global Select,Healthcare,close,17.87,1528291800471,18.34,1528315200460,18.53,17.8,18.34,Close,"June 6, 2018",1528315200460,152414,18.35,48,1528315181333,18.34,1528315200460,18.34,0,0,1528317004620,17.78,0.56,0.0315,0.0116,1768,206601,0,0,0,0,566816095,-6.18,30.08,16.011,-0.25815241709948056
ACRX,AcelRx Pharmaceuticals Inc.,NASDAQ Global Market,Healthcare,close,3.6,1528291800692,3.6,1528315200427,3.7,3.5,3.6,Close,"June 6, 2018",1528315200427,1079322,3.625,400,1528314823042,3.6,1528315200427,3.65,0.05,0.01389,1528317608142,3.5,0.1,0.02857,0.0118,12736,632254,0,0,0,0,184754153,-3.6,5.75,1.55,0.7358870731707319
ACSF,American Capital Senior Floating Ltd.,Nasdaq Global Select,Financial Services,close,12.25,1528291800215,12.35,1528315200289,12.35,12.25,12.35,Close,"June 6, 2018",1528315200289,46183,12.325,200,1528314671674,12.35,1528315200289,12.35,0,0,1528315206345,12.3,0.05,0.00407,0.00786,363,99648,0,0,0,0,123501235,,13.3,10.35,0.21520058547824902
ACST,Acasti Pharma Inc.,NASDAQ Capital Market,Healthcare,close,0.7,1528291800454,0.68,1528315200278,0.7086,0.68,0.68,Close,"June 6, 2018",1528315200278,50166,0,0,0,0.68,1528315200278,0.69,0.01,0.01471,1528290691740,0.6917,-0.0117,-0.01691,0,0,264177,0,0,0,0,26520316,,3.3565,0.6,-0.3217341206030151
ACT,AdvisorShares Vice ETF,NASDAQ Global Market,,close,25.55,1528291800768,25.39,1528315200410,25.55,25.276,25.39,Close,"June 6, 2018",1528315200410,9256,0,0,0,25.39,1528315200410,25,-0.39,-0.01536,1528230213442,25.42,-0.03,-0.00118,0,0,4551,0,0,0,0,12695000,,29.5,24.23,-0.04769162790697669
ACTG,Acacia Research Corporation,Nasdaq Global Select,Industrials,close,3.95,1528291800417,4.05,1528315200302,4.1,3.95,4.05,Close,"June 6, 2018",1528315200302,287565,4.05,100,1528315123847,4.05,1528315200302,4.05,0,0,1528317004700,3.95,0.1,0.02532,0.01351,3885,231782,0,0,0,0,205123922,1.57,5.5,2.9,0.012820000000000043
ACU,Acme United Corporation.,NYSE American,Consumer Defensive,close,22.74,1528294240427,22.85,1528315200044,23.56,22.737,22.85,Close,"June 6, 2018",1528315200044,3795,0,0,0,22.85,1528315800001,,,,,22.91,-0.06,-0.00262,0,0,3356,0,0,0,0,77097294,15.87,29.1,19,0.004474942106327442
ACV,AllianzGI Diversified Income & Convertible Fund of Beneficial Interest,New York Stock Exchange,Financial Services,close,23.65,1528291801003,23.87,1528315322017,23.87,23.6,23.87,Close,"June 6, 2018",1528315322017,31616,23.8,100,1528309915316,23.87,1528315322017,23.87,0,0,1528315324055,23.64,0.23,0.00973,0.03087,976,78066,0,0,0,0,245263534,,23.87,20.03,0.12215870856626568
